material_id,material_name,source_library,nd,Vd,PgF,material_type,available_in_dji,role_candidate,notes
dji_target:HOYA20260126:E-FD10L,E-FD10L,dji_target,1.728250,28.320000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD10,E-FD10,dji_target,1.728250,28.320000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD13,E-FD13,dji_target,1.740770,27.760000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD15L,E-FD15L,dji_target,1.698950,30.050000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD15,E-FD15,dji_target,1.698950,30.050000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FD60-W,FD60-W,dji_target,1.805180,25.460000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FD60,FD60,dji_target,1.805180,25.460000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FD110,FD110,dji_target,1.784720,25.720000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FD140,FD140,dji_target,1.761820,26.610000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FD225,FD225,dji_target,1.808090,22.760000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FD270,FD270,dji_target,1.684300,26.810000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FD300,FD300,dji_target,1.624230,30.050000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FDS1-W,E-FDS1-W,dji_target,1.922860,20.880000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FDS1,E-FDS1,dji_target,1.922860,20.880000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FDS2,E-FDS2,dji_target,2.002720,19.320000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FDS3-W,E-FDS3-W,dji_target,2.104200,17.020000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FDS3,E-FDS3,dji_target,2.104200,17.020000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FDS16-W,FDS16-W,dji_target,1.986120,16.480000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FDS165-W,FDS165-W,dji_target,1.986110,17.250000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FDS18-W,FDS18-W,dji_target,1.945950,17.980000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FDS18,FDS18,dji_target,1.945950,17.980000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FDS20-W,FDS20-W,dji_target,1.869660,20.020000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FDS24-W,FDS24-W,dji_target,1.921190,23.960000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FDS24-SW,FDS24-SW,dji_target,1.921190,23.960000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FDS24,FDS24,dji_target,1.921190,23.960000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FDS90-SGP,FDS90-SGP,dji_target,1.846660,23.840000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FDS90-SG,FDS90-SG,dji_target,1.846660,23.780000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FDS90,FDS90,dji_target,1.846660,23.780000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FF5,FF5,dji_target,1.592700,35.450000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FF8,FF8,dji_target,1.752110,25.050000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BAFD7,BAFD7,dji_target,1.701540,41.150000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BAFD8,BAFD8,dji_target,1.723420,37.990000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LAF2,LAF2,dji_target,1.744000,44.900000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LAF3,LAF3,dji_target,1.717000,47.980000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LAF45,LAF45,dji_target,1.613960,44.290000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LAF50,LAF50,dji_target,1.601990,50.210000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBF1,NBF1,dji_target,1.743300,49.220000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD3,NBFD3,dji_target,1.804500,39.640000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD10,NBFD10,dji_target,1.834000,37.340000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD11,NBFD11,dji_target,1.785900,43.940000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD13,NBFD13,dji_target,1.806100,40.730000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD15-W,NBFD15-W,dji_target,1.806100,33.270000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD15,NBFD15,dji_target,1.806100,33.270000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD25,NBFD25,dji_target,1.854510,25.150000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD26,NBFD26,dji_target,1.834010,25.970000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD265,NBFD265,dji_target,1.952030,26.200000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD27,NBFD27,dji_target,1.901100,27.060000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD29,NBFD29,dji_target,1.770470,29.740000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD30,NBFD30,dji_target,1.858830,30.000000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD32,NBFD32,dji_target,1.730370,32.230000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD38,NBFD38,dji_target,1.652530,39.480000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAF1,TAF1,dji_target,1.772500,49.630000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAF3D,TAF3D,dji_target,1.804200,46.500000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAF3,TAF3,dji_target,1.804200,46.500000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAF48,TAF48,dji_target,1.790910,48.090000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD5G,TAFD5G,dji_target,1.834810,42.720000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD5F,TAFD5F,dji_target,1.834810,42.720000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD25L,TAFD25L,dji_target,1.903660,31.320000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD25,TAFD25,dji_target,1.903660,31.320000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD30,TAFD30,dji_target,1.883000,40.810000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD32,TAFD32,dji_target,1.870700,40.730000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD33,TAFD33,dji_target,1.881000,40.140000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD34,TAFD34,dji_target,1.850330,42.700000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD35L,TAFD35L,dji_target,1.910820,35.250000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD35,TAFD35,dji_target,1.910820,35.250000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD37A,TAFD37A,dji_target,1.900430,37.370000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD37,TAFD37,dji_target,1.900430,37.370000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD40-W,TAFD40-W,dji_target,2.000690,25.460000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD40,TAFD40,dji_target,2.000690,25.460000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD45L,TAFD45L,dji_target,1.953750,32.320000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD45,TAFD45,dji_target,1.953750,32.320000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD55-W,TAFD55-W,dji_target,2.001000,29.130000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD55,TAFD55,dji_target,2.001000,29.130000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD65,TAFD65,dji_target,2.050900,26.940000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAFD75-W,TAFD75-W,dji_target,2.102000,23.390000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD10,FCD10,dji_target,1.456500,90.270000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:FCD505,FCD505,dji_target,1.592820,68.620000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LBC3N,LBC3N,dji_target,1.606250,63.720000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BACD2,BACD2,dji_target,1.607380,56.720000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BACD4,BACD4,dji_target,1.612720,58.580000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BACD11,BACD11,dji_target,1.563840,60.830000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LAC7,LAC7,dji_target,1.651600,58.400000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LAC9,LAC9,dji_target,1.691000,54.700000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LAC10,LAC10,dji_target,1.720000,50.350000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LAC12,LAC12,dji_target,1.677900,55.520000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LAC13,LAC13,dji_target,1.693500,53.340000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:LACL60,LACL60,dji_target,1.640000,60.200000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FEL6,E-FEL6,dji_target,1.531720,48.840000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-F1,E-F1,dji_target,1.625880,35.740000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-F3,E-F3,dji_target,1.612930,36.960000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-F8,E-F8,dji_target,1.595510,39.220000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-FD7,E-FD7,dji_target,1.639800,34.570000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAC2,TAC2,dji_target,1.741000,52.610000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAC4,TAC4,dji_target,1.734000,51.050000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BAF10,BAF10,dji_target,1.670030,47.200000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:BAF11,BAF11,dji_target,1.666720,48.300000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-ADF10,E-ADF10,dji_target,1.613100,44.360000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-ADF50,E-ADF50,dji_target,1.654120,39.620000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-BACD10,E-BACD10,dji_target,1.622800,56.910000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-BACED20,E-BACED20,dji_target,1.648500,53.030000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-BAF8,E-BAF8,dji_target,1.623740,47.050000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:E-LAF7,E-LAF7,dji_target,1.749500,35.040000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:NBFD12,NBFD12,dji_target,1.799500,42.340000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAF2,TAF2,dji_target,1.794500,45.390000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAF4,TAF4,dji_target,1.788000,47.490000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:TAF5,TAF5,dji_target,1.816000,46.570000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-FCD1,M-FCD1,dji_target,1.497100,81.560000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-FCD1-M20,MP-FCD1-M20,dji_target,1.496900,81.510000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MC-FCD1-M20,MC-FCD1-M20,dji_target,1.496900,81.510000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-FCD500,M-FCD500,dji_target,1.553320,71.690000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-FCD500-20,MP-FCD500-20,dji_target,1.553520,71.720000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MC-FCD500-20,MC-FCD500-20,dji_target,1.553520,71.720000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MC-FAD61,MC-FAD61,dji_target,1.654940,61.040000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-PCD4,M-PCD4,dji_target,1.618810,63.850000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-PCD4-40,MP-PCD4-40,dji_target,1.619210,63.850000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MC-PCD4-40,MC-PCD4-40,dji_target,1.619210,63.850000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-PCD51,M-PCD51,dji_target,1.592010,67.020000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-PCD51-70,MP-PCD51-70,dji_target,1.592710,66.970000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MC-PCD51-70,MC-PCD51-70,dji_target,1.592710,66.970000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-PCD55AR,M-PCD55AR,dji_target,1.638580,55.180000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-PCD55AR,MP-PCD55AR,dji_target,1.638580,55.180000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-BACD5N,M-BACD5N,dji_target,1.589130,61.250000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-BACD5N,MP-BACD5N,dji_target,1.589130,61.250000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MC-BACD5N,MC-BACD5N,dji_target,1.589130,61.250000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-BACD12,M-BACD12,dji_target,1.583130,59.460000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-BACD12,MP-BACD12,dji_target,1.583130,59.460000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MC-BACD12,MC-BACD12,dji_target,1.583130,59.460000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-BACD15,M-BACD15,dji_target,1.622630,58.170000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-BACD15,MP-BACD15,dji_target,1.622630,58.170000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-LAC130,M-LAC130,dji_target,1.693500,53.200000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-LAC130,MP-LAC130,dji_target,1.693500,53.200000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MC-LAC130,MC-LAC130,dji_target,1.693500,53.200000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-LAC14,M-LAC14,dji_target,1.696800,55.460000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-LAC14-80,MP-LAC14-80,dji_target,1.697600,55.510000,UNKNOWN,glass,YES,positive_crown,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-TAC60,M-TAC60,dji_target,1.755010,51.160000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-TAC60-90,MP-TAC60-90,dji_target,1.755910,51.180000,UNKNOWN,glass,YES,front_negative_high_index,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-TAC80,M-TAC80,dji_target,1.729030,54.040000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-TAC80-60,MP-TAC80-60,dji_target,1.729630,54.070000,UNKNOWN,glass,YES,rear_relay,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-FD80,M-FD80,dji_target,1.688930,31.160000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-FD80,MP-FD80,dji_target,1.688930,31.160000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MC-FD80,MC-FD80,dji_target,1.688930,31.160000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:M-FDS2,M-FDS2,dji_target,2.001780,19.320000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MP-FDS2,MP-FDS2,dji_target,2.001780,19.320000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
dji_target:HOYA20260126:MC-FDS2,MC-FDS2,dji_target,2.001780,19.320000,UNKNOWN,glass,YES,flint_color_correction,DJI_LIBRARY_INCOMPLETE; role is nd/Vd heuristic only
